mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__booster,param_model__n_estimators,param_model__n_jobs,param_model__num_class,param_model__objective,param_model__random_state,param_model__subsample,param_model__verbose,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,model__booster,model__n_estimators,model__n_jobs,model__num_class,model__objective,model__random_state,model__subsample,model__verbose
12.838375329971313,0.0429995059967041,1.9449552297592163,0.012296557426452637,gbtree,300,4,3,multi:softmax,91,1.0,False,0.7899581152744277,0.7897168184747209,0.7898374673998703,0.00012064839985228557,6,gbtree,300,4,3,multi:softmax,91,1.0,False
17.326063871383667,0.2606830596923828,2.045562744140625,0.01015472412109375,gbtree,300,4,3,multi:softmax,91,0.4,False,0.7901583956669772,0.7897777739075915,0.7899680856158866,0.0001903108796910416,3,gbtree,300,4,3,multi:softmax,91,0.4,False
62.94581186771393,0.09481894969940186,9.190736770629883,0.11124920845031738,gbtree,1500,4,3,multi:softmax,91,1.0,False,0.7898492672349986,0.7898038976645362,0.7898265825485355,2.2684785230993412e-05,8,gbtree,1500,4,3,multi:softmax,91,1.0,False
84.15993750095367,1.134372591972351,10.060415625572205,0.03155195713043213,gbtree,1500,4,3,multi:softmax,91,0.4,False,0.7902715976279835,0.7898169595430085,0.7900442795752296,0.0002273190424853625,1,gbtree,1500,4,3,multi:softmax,91,0.4,False
227.11513650417328,1.9512680768966675,1.9924570322036743,0.009830832481384277,dart,300,4,3,multi:softmax,91,1.0,False,0.7899581152744277,0.7897168184747209,0.7898374673998703,0.00012064839985228557,6,dart,300,4,3,multi:softmax,91,1.0,False
250.96380376815796,0.24431872367858887,2.1206579208374023,0.009332418441772461,dart,300,4,3,multi:softmax,91,0.4,False,0.7900930868433198,0.7898822689353698,0.7899876783482891,0.00010540895397398452,2,dart,300,4,3,multi:softmax,91,0.4,False
7179.216492772102,34.26282751560211,9.496583342552185,0.06785690784454346,dart,1500,4,3,multi:softmax,91,1.0,False,0.7899232839018103,0.7899214545707867,0.7899223692402809,9.146655118221672e-07,4,dart,1500,4,3,multi:softmax,91,1.0,False
9402.951479673386,574.3825092315674,10.393913984298706,0.034883737564086914,dart,1500,4,3,multi:softmax,91,0.4,False,0.7899973005686222,0.7897690659886101,0.789883183775476,0.00011411729000496223,5,dart,1500,4,3,multi:softmax,91,0.4,False
