mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__max_features,param_model__n_estimators,param_model__random_state,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model__criterion,model__max_depth,model__max_features,model__n_estimators,model__random_state
2123.8436597188315,8.425611086062837,10.489721377690634,0.2975567725657359,entropy,32,auto,200,91,0.8158229873497084,0.8155278935200303,0.8140180384934397,0.8151229770503794,0.0007905391004234868,4,entropy,32,auto,200,91
12028.105157852173,96.29415540073038,55.823031504948936,0.25060512575697075,entropy,32,auto,1200,91,0.8164434198237972,0.8157564753980591,0.8144425504679428,0.8155474862524328,0.0008301111941576793,2,entropy,32,auto,1200,91
2033.0911018053691,55.60705186804503,9.692168394724527,0.40811517532541314,entropy,50,auto,200,91,0.8159405429763779,0.8154560535012213,0.8141878432832409,0.8151948170691885,0.0007389958992280336,3,entropy,50,auto,200,91
11611.495873212814,76.63323001245139,54.84898289044698,1.0275940742033065,entropy,50,auto,1200,91,0.816613222395653,0.8159132172572787,0.8144752052352123,0.8156672196171144,0.0008900057953971516,1,entropy,50,auto,1200,91
